Newspaper,Date,Headline,Article,ChatGPT Generated Summary,Pegasus Generated Summary,ROUGE-1,ROUGE-2,ROUGE-L
Mint,2011-08-19,"European stocks extend rout, gold soars","
London: A selloff in global stocks gathered pace on Friday, reflecting mounting concerns the US economy is heading into another recession and as some European lenders faced a short-term funding crunch, highlighting the risk of a banking crisis.

Nervous investors fled to the safety of core government bonds, Swiss francs and gold, which hit a record high, with many seeking to unwind holdings of riskier assets such as stocks, commodities and higher-yielding currencies before the weekend.

European shares extended steep losses from Thursday, when they suffered their biggest daily slide in 2-1/2 years, with key indexes in Britain, France and Germany deep in the red.

US stock index futures pointed to a sharply weaker open for equities on Wall Street, a day after the Nasdaq shed more than 5% and the S&P 500 tumbled 4.5% on rising recession fears.

Futures for the S&P 500, the Dow Jones and the Nasdaq 100 were down by between 1.4 and 1.5%.

A short selling ban imposed on financial stocks by some European stock markets last week has had little impact. Shares in Europe’s biggest banks fell to their lowest in more than two years on funding fears, taking the weekly fall to near 10% and leaving the battered sector on course for a fourth straight week of declines.

“There has been a panic about European banks. European governments are guaranteeing European banks, but if the governments are not stable themselves, that means the banks aren’t stable,"" said Lothario Mendel, chief investment officer at Octopus Investments, which manages $4 billion.

Worries about a European banking crisis kept the euro under pressure and it was last down 0.1% against the dollar at $1.4310.

The MSCI world equity index was down 1.4%. It has matched the losses in European stocks since the start of the month, with $1.4 trillion being wiped off valuations on Thursday and early on Friday -- equivalent to the size of the Spanish economy.

“At the moment the market is just looking for relative safe havens,"" said Mitsui Precious Metals analyst David Jollie. “You can see that in the selloffs across equity markets. The strength of gold is the other side of the coin from that.""

Exane BNP Paribas, in a note, said a global recession was far from priced in by financial markets. Another global slump could see corporate earnings plunge 35% from peak to trough, implying a 50% cut to consensus earnings per share estimates.

The sharp decline in stock markets is expected to have an adverse impact on household wealth, further undermining consumer confidence and demand in coming months. Heightened uncertainty over growth could also see producers delaying decision-making, hitting global output.

Those concerns are likely to see investors cut exposure to stocks, metals and oil, and growth-linked currencies such as the Australian dollar in the coming days, unless the US Federal Reserve signals more quantitative easing or European politicians take decisive actions to stem contagion risk from the euro zone debt crisis.

CRUNCH TIME

While investors fled stocks, spot gold hit a record high of $1,867.30 an ounce, putting it on track for the largest weekly gains since February 2009. The metal has rallied nearly 14% so far this month -- its best month since September 1999 -- benefiting from a deluge of safe-haven flows.

Oil prices fell, with Brent crude extending losses on renewed expectations of weak demand from the world’s top oil consumer after a slew of lacklustre US data.

Brent fell as low as $105.06 a barrel, and has lost more than 9% this month, the worst slide since a near 15% drop in May 2010.

A string of data on Thursday revived concerns the United States could be heading for another recession, led by a sharp drop in factory activity in the US Mid-Atlantic region to its lowest level since March 2009, which stunned investors.

An unexpected fall in existing US home sales in July and a bigger-than-expected rise in new claims for jobless benefits in the latest week also added to a fresh bout of risk aversion.

Renewed fears that the euro zone debt crisis could engulf the region’s financial system put pressure on short-term funding markets, forcing some European banks to pay higher rates for dollar loans and reviving memories of the dark days of late 2009 after the collapse of Lehman Brothers.

German Bund futures fell, but were still in sight of record highs as worries over a global slowdown and the euro zone debt crisis provided underlying support.","Global stocks experienced a sharp selloff, deepening concerns about a potential US recession and highlighting European lenders' funding challenges. Investors sought refuge in government bonds, Swiss francs, and gold, which reached a record high. European shares extended losses, with key indexes in Britain, France, and Germany deeply affected. US stock futures indicated a significant decline after the Nasdaq and S&P 500 plummeted. European banks faced a short-term funding crunch, contributing to a nearly 10% weekly drop in the sector. Concerns about a European banking crisis pressured the euro, while gold saw significant gains. Oil prices fell amid renewed demand worries.","The FTSEurofirst 300 share index of leading European shares closed 1.4% lower at 1,065.85 points, after suffering its biggest one-day fall in more than three years on Thursday.",0.08955223880597013,0.015151515151515152,0.05970149253731343
The Hindu,2022-03-11,Sunil Kumar to launch drive in Dakshina Kannada,"READ LATER
Dakshina Kannada district in-charge Minister V. Sunil Kumar will launch the “Revenue records on the doorsteps” programme of the State Government at Padumarnadu village in Moodbidri taluk on Saturday.

Chief Minister Basavaraj Bommai will launch the State-wide project in Chikkaballapur district at 11 a.m. The deliverables include RTC, revenue sketches, income and caste certificates for farmers.

Jurisdictional MLAs will launch the programme in one village under their respective constituencies. The villages identified are Kolambe in Gurupura Hobli, Mangaluru taluk; Konaje in Ullal Hobli, Ullal taluk; Pavanje in Mulki taluk; Ammunje in Panemangaluru Hobli, Bantwal taluk; Aryapu in Puttur Hobli of Puttur taluk, 102 Nekkiladi in Kadaba Hobli of Kadaba taluk, Kudyadi in Venur Hobli, Belthangady taluk, and Aranthodu in Kasba Hobli, Sullia taluk.

The district administration has planned to distribute the records in 422 villages covering 17 hoblis in seven taluks. Among the records include 2.10 lakh RTCs, 2.80 lakh caste and income certificates.

The records will be sent to the respective taluk offices by March 21. If the officials are not able to distribute the records on the doorsteps of some farmers due to printing issues, such farmers will be given away the records at the respective gram panchayats between March 21 and March 26, a statement from the district administration said.

In all, 17 revenue inspectors, 257 village accountants and 345 village assistants will be on duty for distributing the records, the statement said.","The ""Revenue records on the doorsteps"" program will be launched by Karnataka's Chief Minister, Basavaraj Bommai, to provide farmers with RTC, revenue sketches, income, and caste certificates. The initiative aims to distribute records to farmers in 422 villages across 17 hoblis in seven taluks. In Dakshina Kannada district, Minister V. Sunil Kumar will launch the program, with jurisdictional MLAs launching it in specific villages. The records, including 2.10 lakh RTCs and 2.80 lakh caste and income certificates, will be distributed by March 21, with alternative arrangements for farmers facing printing issues.",The Dakshina Kannada district administration has started distributing revenue records to farmers in the district.,0.2018348623853211,0.11214953271028037,0.12844036697247707
The Hans India ,2020-11-22,"Telangana govt unveils Rs 12,000 crore industrial package to boost manufacturing sector"," The Telangana government announced a substantial Rs 12,000 crore industrial package aimed at stimulating the state's manufacturing sector. This initiative features financial incentives, land allotment assistance, and simplified regulatory processes to attract new investments and create jobs. The package focuses on key industries like electronics, pharmaceuticals, automobiles, and textiles, aiming to position Telangana as a leading manufacturing hub in India.","Telangana is rolling out the red carpet for manufacturers with a massive Rs 12,000 crore industrial package, offering financial aid, streamlined rules, and land support to boost investments, create jobs, and establish itself as a major manufacturing center.",India's southern state of Telangana has announced a slew of measures to attract investments and create jobs.,0.24561403508771928,0.03636363636363636,0.21052631578947367
Mint,2007-08-06,Indian MFs go global in big way,"Indian asset management companies recently launched an array of international funds to diversify the portfolio of Indian investors.

In September 1999, the Securities and Exchange Board of India (Sebi) issued a circular restricting overseas investments only to an American Depository Receipt (ADR) or a Global Depository Receipt (GDR) and that also only of Indian companies, provided the investments did not cross the limit of $500 million (Rs2,015 crore). An ADR is a certificate issued by a bank in the US representing a certain amount of shares of a foreign company on a foreign exchange. They can be traded on American exchanges just like domestic stock. GDRs are similar. Under the 1999 circular, mutual funds only could invest in those foreign companies that had a 10% stake in an Indian company listed in a recognized Indian stock exchange. Therefore, for Indian mutual funds, the universe of stocks was restricted to about 47 companies.

Sebi revised its policy recently allowing investments in ADRs/GDRs of global companies. Under the revised guidelines, mutual funds now can invest in ADRs/GDRs/foreign securities within an overall limit of $3 billion (Rs12,090 crore). The rider is a sub-ceiling for individual mutual funds—the investment should not exceed 10% of the net assets managed as on 31 March of each fiscal and subject to a maximum of $150 million (Rs604.5 crore) per mutual fund.

Deutsche Asset Management (India) Pvt. Ltd last Tuesday launched an open-end overseas fund. So far, Fidelity Mutual Fund, Kotak Mahindra Asset Management Co. Ltd, DSP Merill Lynch and Sundaram BNP Paribas have joined the overseas markets bandwagon.","Indian asset management companies have expanded investment options for Indian investors by launching international funds. Originally, the Securities and Exchange Board of India (Sebi) restricted overseas investments to Indian companies' ADRs/GDRs, capping at $500 million. However, Sebi revised its policy, allowing mutual funds to invest in ADRs/GDRs of global companies, with an overall limit of $3 billion. Individual mutual funds are subject to a 10% net assets cap and a maximum of $150 million per fund. Deutsche Asset Management recently launched an overseas fund, with other companies like Fidelity, Kotak Mahindra, DSP Merill Lynch, and Sundaram BNP Paribas also entering the international markets.",Mutual funds in India have become the latest players to enter the American Depositary Receipts (ADRs) space.,0.1639344262295082,0.03333333333333334,0.09836065573770492
the hindu ,2024-01-29,"India wasn’t born on August 15, 1947; it was born on the day the Constitution came into existence, says activist Shalin Maria Lawrence","Dance performances, stories from the Indian freedom struggle, inspiring women who fiercely fought to drive away the British, the significance of January 26, and more, formed the crux of the session ‘Imaging women nationalists: serving the nation state’, at The Hindu Lit Fest 2024, where dancer Anita Ratnam and Kathak dancer Shovana Narayan were in conversation with activist Shalin Maria Lawrence.


According to Ms. Lawrence, “India wasn’t born on August 15, 1947; it was born on the day the Constitution came into existence for, 565 princely states were brought together after the independence to form a country called India. Hence, India came into being when it was united with multiple princely states, cultures, and ethnicity.” She believes that caste connects India. “Diversity isn’t always good; culturally, caste-wise, it is always a problem,” she adds.

Performance and patriotism
The session veered around to women nationalists who played an instrumental role in India’s freedom struggle. Ms. Ratnam portrayed Captain Lakshmi Sehgal, who went on to head the all-women’s regiment of the Indian National Army set up by Subash Chandra Bose, inspiring several women to join her. The performance is part of a longer production called the “Warrior Women of Bharat”. Ms. Narayan portrayed Begum Hazrat Mahal, the favourite queen of the Nawab of Awadh, who set herself to the task of deconstruction of Awadh, after the British took over on charges of mismanagement. She managed to keep them at bay for 10 years before they retaliated.

The Hindu Lit Fest 2024 LIVE updates



Ms. Ratnam said, “The discovery I made while researching this piece was, as we recuperate these historical figures, we must also ask, ‘whom are we not representing?’”

Ms. Lawrence added that there were women who had been actively involved in the freedom struggle, who didn’t get credit, while many others remained invisible. “Whilst Gandhi and Bose wanted women to fight with them, they didn’t see things through the lens of a woman. The freedom movement only talks about the British and sending them away from us, but it never talks about the civil rights movement. There were women who weren’t allowed to cover their upper bodies on one hand, while on the other, there were women fighting for the nation.”

Ms. Narayan spoke about how the male ego’s perception is often far from reality. “It shows their insecurity in a particular gender who is unable to come to terms that the other gender can contribute.” She also said that while we had achieved freedom eventually, women needed to free themselves from the fear of change.

The session concluded with the common consensus that women must find their spaces, left or right, and be intersectional.

","Session on ‘Imaging women nationalists: serving the nation state’ concludes with the common consensus that women must find their spaces, left or right, and be intersectional","As India marks the 70th anniversary of its independence, the country’s first female prime minister, Manmohan Singh, has said that the country will never be the same again without women.",0.17543859649122806,0.0,0.14035087719298245
Hindustan Times,2023-01-22,"Republic Day: Traffic curbs in place for full dress rehearsal, Jan 26 parade","
The parade will begin from Bal Sanghralaya at Charbagh and will pass through Station Road, Hussainganj, Burlington Crossing, Vidhan Sabha and Hazratganj before culminating at KD Singh Babu Stadium.
In view of the Republic Day parade on January 26 and full-dress rehearsal on Tuesday, the Lucknow police commissionerate has issued directives for traffic diversions across the city. The parade will begin from Bal Sanghralaya at Charbagh and will pass through Station Road, Hussainganj, Burlington Crossing, Vidhan Sabha and Hazratganj before culminating at KD Singh Babu Stadium.
This route will be completely sealed for commuting on both the days from 8 am. The traffic from Alambagh and Mawaiya to Charbagh will not be able to go towards Ravindralay (Bal Vidya Mandir) from La Touche Road. Vehicles will be required to take a left U-turn from Charbagh La Touche Road to Kaiserbagh or a right U-turn from Ravindralay to Mavaiya to go to their destination via Alambagh.
Traffic from the DAV College overbridge and the Bansmandi intersection will be redirected via Kaiserbagh or Charbagh trisection. Vehicles will not be allowed to ply from Mohan Hotel Trisection towards KKC AP Sen Road. Instead, they must take a right U-turn from Bans Mandi Ravindralaya.
The route from K.K.C towards Charbagh Ravindralaya and Rana Pratap Crossing at Hussainganj will also be blocked. Vehicles will be diverted towards Loco Square, Kunwar Jagdish, Alambagh or Sadar Cantt, Abdul Hameed Square, Lalbatti, Bandariyabagh, Golf Club and Gandhisetu (1090).

","Lucknow gears up for Republic Day celebrations! The parade route from Charbagh to Hazratganj closes on Jan 26 & rehearsal day (8 am onwards). Expect major diversions: Alambagh-Charbagh, DAV College, Mohan Hotel-Charbagh & KKC-Charbagh all blocked. Use alternatives like Kaiserbagh, Alambagh, Loco Square, Kunwar Jagdish & Gandhisetu. Plan your commute to avoid parade route closures!",The route of the Republic Day parade in Lucknow will be completely sealed for two days from January 26 and 27.,0.26315789473684215,0.02702702702702703,0.13157894736842107
The Hindu,2022-03-11,Saudi oil refinery hit by Yemen rebel drone attack,"A drone attack claimed by Yemen rebels on a Saudi oil refinery caused a fire but did not disrupt supplies, officials said on Friday, as oil prices soar after Russia’s invasion of Ukraine.

Friday’s pre-dawn attack was claimed by the Iran-backed Houthis and follows a series of similar assaults on Saudi facilities by the rebels, who are fighting a Saudi-led coalition.

“The Riyadh oil refinery was attacked by a drone, resulting in a small fire that has been brought under control,” the Energy Ministry said, according to the official Saudi Press Agency.

“The attack did not result in any injury or death, nor was the supply of oil or its derivatives affected,” it added.","A drone attack claimed by Yemen's Houthi rebels targeted a Saudi oil refinery, causing a small fire that has been brought under control, according to Saudi officials. The attack on the Riyadh oil refinery did not result in any casualties or disruption to oil supplies, as confirmed by the Energy Ministry. The Houthi rebels, backed by Iran, have previously launched similar assaults on Saudi facilities amid the ongoing conflict in Yemen and the Saudi-led coalition's involvement. The incident occurred as global oil prices surge following Russia's invasion of Ukraine.","Saudi Arabia, the world’s biggest oil exporter, has said it is not affected by a fresh attack on one of its facilities.",0.20689655172413793,0.017543859649122806,0.1206896551724138
The Hans India,2021-10-11,Digital land survey yet to take off,"Chief Minister K Chandrashekar Rao’s dream project- Digital Survey of Agricultural Lands - is yet to take off as the government has not finalised the villages to be surveyed.


The chief minister had announced the launch of a survey on pilot basis in 27 villages, including a few in KCR’s Gajwel Assembly Segment from July 11 this year.

Top officials shared with The Hans India that no steps have been taken towards the launch of the survey due to various reasons. The delay in the identification of the villages by the district authorities and the private agencies to take up the survey work are cited as the reasons.

Conducting a full-scale digital survey was not possible unless the agencies have appropriate technology and tools to take up the work. This has become a major challenge as agencies with the state- of- the- art technologies and expertise to conduct the land survey digitally were not available.


The objective of the survey is to fix boundaries with geographical coordinates and address the permanent solution to the growing land disputes in the State. Under the pilot project, the survey was to be conducted first in dispute-free villages, followed by villages with both forest and government lands with disputes. The objective is to gain field experience in surveying villages with and without land disputes, based on which rules and guidelines will be finalised to conduct a full-scale digital survey across the State.

After the survey of agricultural lands, the government had planned to take up the exercise regarding urban lands. The entire exercise of digital survey is to help update all the land records and preserve them in the tamper-proof Dharani portal which came into operation last year.

Only a few districts like Nalgonda, Khammam, Siricilla and Siddipet, authorities had sent the village names to conduct the survey and most of the other districts have not responded to the finalisation of villages to the farm land survey. “The identification of four villages in KCR’s Gajwel segment was also pending,” said an official. Without identifying the villages, the schedule cannot be finalised for the survey.","Telangana's Digital Survey of Agricultural Lands, a key project led by Chief Minister K Chandrashekar Rao, faces delays as villages for the pilot survey remain unidentified. The initiative aims to resolve land disputes by digitally mapping boundaries but has been stalled due to challenges in village identification. The lack of agencies with suitable technology further complicates the process. Initially planned for 27 villages, including KCR's Gajwel segment, the survey is yet to commence. Its success is crucial for updating land records on the Dharani portal. While some districts have identified villages, many are pending, hindering progress on the project.",The launch of a digital survey to address growing land disputes in the State has been delayed for the second year in a row.,0.24,0.06504065040650407,0.16
Mint,2011-08-23,"Gold retreats from record high of $1,910","London/Seattle: Gold dropped for the first time in seven sessions as some investors sold the metal after signs of slowing growth spurred a rally to a record $1,917.90 an ounce.

The relative-strength index of futures in New York has topped 70 since 8 August, a signal to some investors that prices were poised to decline. Bullion has jumped 15% in August, heading for the biggest monthly gain since September 1999, amid speculation that Federal Reserve Chairman Ben S. Bernanke will signal further measures to stimulate the US economy later this week and as debt crises spurred demand for haven assets.

Gold looks very bubbly, Matt Zeman, a strategist at Kingsview Financial in Chicago, said in a telephone interview. Gold’s going to continue to suck everybody in. There’s too much risk of a wicked correction lurking around the corner to enter the trade right now, he added.

Gold futures for December delivery fell $12.1, or 0.6%, to $1,879.80 an ounce at 10.34am on the Comex in New York. The metal for immediate delivery declined as much as 1.7% after reaching a record $1,913.50 in London.

Before Tuesday, prices surged 17% in three weeks. The metal is in the 11th year of a bull market, the longest winning streak since at least 1920 in London, as investors seek to diversify holdings away from equities and some currencies. Bullion also reached all-time highs in euros, British pounds and Swiss francs today.

Gold’s climb in the past several weeks surprised most in the market, even those in the most bullish camp, Edel Tully, an analyst at UBS AG in London, wrote in a report on Tuesday. Given the speed of the recent rally, the possibility of a correction is rising as investors look to bank profits. “Even if a $150 or more pullback were to materialize, we’d strongly view it as a good buying opportunity,"" said Tully.

Holdings in bullion-backed exchange-traded products fell for a second day on Monday, sliding 4.7 tonnes to 2,206.4 tonnes, data compiled by Bloomberg show. Assets reached a record 2,216.8 tonnes on 8 August.

UBS raised its one-month gold forecast to $1,950 from $1,725 and increased its three-month outlook to $2,100 from $1,850. On Monday, the bank’s physical sales to India, the top global buyer, were the highest since 10 May, Tully said.

Bernanke is scheduled to speak on 26 August in Jackson Hole, Wyoming, at an annual conference sponsored by the Fed Bank of Kansas City.

In the long term, gold is attractive, Zeman of Kingsview said. Fiscal deficits are completely out of control. It’s no wonder that investors are losing faith in paper money.

Silver futures for December delivery fell 16.5 cents, or 0.4%, to $43.2 an ounce on Comex. Before Tuesday, prices have gained 40% this year.

Platinum futures for October delivery fell $18.7, or 1%, to $1,887 an ounce on the New York Mercantile Exchange after reaching $1,918.50, the highest since July 2008. Palladium futures for September delivery fell $1.5, or 0.2%, to $763.60 an ounce on the Nymex.","Gold prices dropped for the first time in seven sessions, declining 0.6% to $1,879.80 an ounce in New York, following a record high of $1,917.90. The drop came as some investors sold the metal amidst signs of slowing economic growth and concerns about a potential bubble. The relative-strength index signaled a possible decline. Gold had surged 15% in August, the largest monthly gain since September 1999, driven by expectations of further stimulus measures by Federal Reserve Chairman Ben S. Bernanke and increased demand for safe-haven assets amid debt crises. Analysts noted the possibility of a correction but remained bullish in the long term.",Bullion fell for a second day as investors sought safer assets ahead of a speech by US Federal Reserve Chairman Ben Bernanke later this week.,0.1925925925925926,0.06015037593984963,0.17777777777777776
The Hans India ,2020-11-21,Indian rupee strengthens against US dollar amid foreign investment inflows,"The Indian rupee displayed resilience against the US dollar, appreciating in value due to increased foreign investment inflows. This positive trend was attributed to optimism regarding India's economic recovery post-pandemic and the government's efforts to attract foreign capital. The rupee's strength bodes well for import costs and overall economic stability.","The Indian rupee is flexing its muscle against the US dollar, thanks to renewed foreign investment interest in the recovering Indian economy and government initiatives to woo foreign capital. This translates to cheaper imports and a more stable economic environment",The value of the Indian rupee against the US dollar rose to a seven-month high of 67.65 per dollar in early trade on Monday.,0.33333333333333337,0.15625,0.27272727272727276
The Hindu,2022-03-15,AAP holds BJP leaders responsible for building collapse in Kashmere Gate,"The AAP on Tuesday said the North Delhi Municipal Corporation (NDMC) did not take any action despite several complaints regarding a building that collapsed in Kashmere Gate earlier this week as BJP leaders had “taken money from the builders”. AAP leader Durgesh Pathak said the party will file a complaint against the local BJP leaders responsible for it and get an FIR registered against them.

He said AAP MLA Prahlad Singh Sawhney, in his letter on December 21 to the Mayor and all authorities concerned, had stated that the building’s construction was taking place in violation of rules and regulations and was “completely illegal”. “He had also demanded that action must be taken against the illegal activity, and a legitimate path must be taken for the construction to take place properly. Following that, this year Prahlad Sawhney wrote two more letters dated February 8 and 9. Through these letters and communication channels, he shared all the details of the illegalities of the construction project,” Mr. Pathak said.

He added that Mr. Sawhney had also written a letter to the L-G on February 9 “intimating him with the facts and figures, and warning him that this illegitimate construction can pose a threat to the lives of people working and living in the area.”

Terming it a “criminal act”, Mr. Pathak said that the party will file a police complaint against the BJP Mayor, councillor and the BJP State president..","The Aam Aadmi Party (AAP) accused the North Delhi Municipal Corporation (NDMC) of inaction regarding a collapsed building in Kashmere Gate, alleging BJP leaders received money from builders. AAP's Durgesh Pathak announced plans to file a complaint against local BJP leaders and register an FIR. He highlighted letters from AAP MLA Prahlad Singh Sawhney, dating back to December, addressing the illegal construction. Pathak stated that an official complaint would be filed against the BJP Mayor, councillor, and State president, describing the incident as a ""criminal act.""",The Aam Aadmi Party (AAP) has filed an FIR against the Bharatiya Janata Party (BJP) and a local councillor over the collapse of a building in North Delhi.,0.4,0.1415929203539823,0.2434782608695652
The Hans India,2021-10-13,No way TS confronts KRMB on handing over of projects,"The Telangana government is locking horns with the Krishna River Management Board (KRMB) on the issue of handing over of the projects mentioned in the gazette notification issued by the Union Jal Shakti ministry. The notification is to come into effect from October 14.


The KRMB had rejected the repeated pleas of the State government to defer taking over of the projects till the issue of sharing of water between Telangana and Andhra Pradesh was resolved.

The ongoing fight between the Telangana government and the Centre is set to intensify on sharing of Krishna river water. The State government has rejected the KRMB’s appeal to hand over the projects to the board.

The State has categorically told the board that no project would be handed over to it until water-sharing disputes between the two Telugu States of Andhra Pradesh and Telangana are resolved.


The board in a statement said that “All the direct outlets (components) from the main reservoirs of Srisailam and Nagarjuna Sagar projects which are listed under Schedule-2 of the gazette notification may be prioritized by respective State governments for handing over to the KRMB by October 14.”

The board convened a meeting with the officials of Telangana Irrigation department over the issue.

During the marathon meeting, the officials of Telangana said that their demand for sharing of water on 50:50 basis should be first accepted.


State Special Chief Secretary to Irrigation Rajath Kumar explained the hurdles facing in the utilization of river Krishna water due to prolonged delay in resolving the water sharing issue. Telangana has been demanding 570 TMC of water from Krishna as the water needs increased after the completion of the pending lift and irrigation schemes.

The government was not ready to hand over the hydel power generation centre at Nagarjuna Sagar and Srisailam projects. The Telangana state was depending on the hydel power to meet the energy needs mainly the 24-hour free power supply to agriculture.

The State was not ready to lose the ownership of hydel units in the crisis time, Rajath Kumar told the board.


He said the government was seeking legal opinion on the KRMB statement and would take appropriate decision by Wednesday.

According to the gazette, the projects that would be taken over are Srisailam spillway, Srisailam right bank hydel unit, Pothireddypadu, Pump house at Handri – Niva and Muchumarri lift schemes in Andhra Pradesh would be maintained by the KRMB. In Telangana, the First pumphouse of Kalwakurthi lift scheme, Srisialam left hydel power unit, 15 points AMRP lift (Alimineti Madhava Reddy Project ) under Nagarjuna Sagar, headworks and power block at Nagarjuna Sagar and Pulichintala and Tummilla lift scheme.","The Telangana government opposes the Krishna River Management Board's (KRMB) takeover of projects outlined in a Union Jal Shakti ministry gazette, effective from October 14. Despite appeals to defer handover until water-sharing issues with Andhra Pradesh are resolved, KRMB persists. Telangana demands a 50:50 water share and refuses project transfer until agreement. Special Chief Secretary to Irrigation Rajath Kumar cites water utilization challenges and underscores the state's dependence on hydel power for agriculture. Telangana contests losing control over hydel units. Legal consultation ensues. Gazetted projects include Srisailam and Nagarjuna Sagar components. Telangana seeks resolution before Wednesday's decision deadline.",The ongoing dispute over Krishna river water-sharing between Telangana and Andhra Pradesh has taken a new turn with the Telangana government refusing to hand over the projects to the Andhra Pradesh government.,0.29411764705882354,0.07462686567164178,0.17647058823529413
the hindu,2024-01-29,More violence in Imphal; man dead as bunker caves in,"part from bullets, a bomb hurled by the attackers had hit the bunker before it collapsed. Kiran’s body was handed over to his family after an autopsy at the Regional Institute of Medical Sciences in the State’s capital Imphal.



On January 27 evening, armed miscreants attacked the Khurkhul village in the Imphal West district. The police registered a case after the village volunteers managed to drive the attackers away.

ALSO READ

Directly administer our people, Manipur tribal group tells Centre
The third such incident was reported from Sanjenlok village in the Imphal East district around 10 a.m. on January 28. The police said Kuki extremists came down from a nearby hillock and fired about 20 rounds at the village.

No casualty was reported from either Khurkhul or Sanjenlok.

Crowdfunding for victims

Meanwhile, Manipuri and non-Manipuri people from across India and abroad contributed a total of ₹6.48 lakh for the families of eight people killed in Kumbi and Ningthoukhong in the State’s Bishnupur district on January 10 and January 17.

ALSO READ

Meitei group sets peace terms for Manipur Chief Minister, MLAs
The fundraising was an initiative of Imphal-based Ringo Pebam, the U.S.-based Rajshree Keisham, New Delhi-based Bonet Adhikarimayum, Canada-based Dayananda Paonam, and West Bengal-based Vladimir Adityanath.

“The global contribution campaign was conducted from January 12 to 16. The Ningthoukhong incident took place while the Manipur team worked on the logistics to provide support to the Kumbi victims,” Mr. Pebam ","A 45-year-old villager died in Manipur in an accident following an attack by an armed group, one of the three such incidents reported over 24 hours from the State’s Imphal Valley since January 27 evening.",A chronology of key events:,0.09302325581395349,0.0,0.09302325581395349
Mint,2019-08-28,  IAF to get 'building blaster' Spice-2000 bombs by mid-September,"The contract was signed as the Air Force wanted to acquire the bombs after their successful usage in the Balakot airstrikes
The Spice-2000 bombs used in the Balakot strikes were the penetrator version which made holes using their weight in the concrete rooftops of the buildings
NEW DELHI : In a major boost for India's aerial firepower, the Indian Air Force is set to receive the 'building blaster' version of the Balakot air strike-fame Spice-2000 bombs by mid-September.

Top IAF sources told ANI that the Spice-2000 bombs are scheduled to be delivered to the Indian Air Force (IAF) from Israel around mid-September along with the Mark 84 warhead and bombs which can destroy buildings completely.
The supply of these weapons from Israel will happen around the time when Israeli Prime Minister Benjamin Netanyahu is likely to visit India for a bilateral meeting with Prime Minister Narendra Modi.The Indian Air Force had signed a contract with Israel in June this year for acquiring more than 100 Spice 2000 bombs under the emergency procurement powers of the services given by the Narendra Modi government.

The contract was signed as the Air Force wanted to acquire the bombs after their successful usage in the Balakot airstrikes against a Jaish-e-Mohammed terrorist camp in Pakistan.

During the Balakot strikes, the Air Force had dropped Spice-2000 bombs from Mirage-2000 fighter aircraft after a pack of 12 of these fighters crossed the Line of Control to strike the Jaish facility in the Khyber Pakhtunkhwa province.

However, the Spice-2000 bombs used in the Balakot strikes were the penetrator version which made holes using their weight in the concrete rooftops of the buildings in the Jaish camp which don't destroy buildings but explode inside killing people with the mix of 70-80 kg explosives with shrapnel.

Under the emergency powers, the three services could buy any equipment of their choice worth up to ₹300 crore to prepare for any hostilities.

The Spice-2000 bombs have been acquired from Israel which is one of the main weapon and ammunition supplier of the Air Force.

The Balakot airstrikes were conducted by the Air Force in response to the Pulwama terrorist attack on a CRPF convoy in which 40 personnel lost their lives. (ANI)","The Indian Air Force is set to receive the 'building blaster' version of the Spice-2000 bombs, used in the Balakot airstrikes against a Jaish-e-Mohammed terrorist camp in Pakistan. The penetrator version, which made holes in concrete rooftops, will be replaced with bombs featuring the Mark 84 warhead, capable of destroying buildings completely. Israel, a major weapons supplier, is delivering over 100 Spice-2000 bombs as part of an emergency procurement contract signed in June. The delivery is expected around mid-September, coinciding with Israeli Prime Minister Benjamin Netanyahu's likely visit to India for a bilateral meeting with Prime Minister Narendra Modi.",The Indian Air Force used the Israeli-made Spice-2000 bombs in the Balakot airstrikes against the Jaish-e-Mohammed camp in Pakistan's Khyber Pakhtunkhwa province.,0.3636363636363636,0.2,0.30303030303030304
The Hindu,2018-05-15,Karnataka Assembly elections 2018 results: Leaders from across the country react,"With both the Congress-JD(S) combine and the BJP deciding to stake claim before the Governor to form the government, here are the reactions from political leaders on the verdict.

Prime Minister Narendra Modi on Tuesday thanked voters in Karnataka for ""steadfastly supporting"" the BJP's development agenda and making it the single largest party.","With both the Congress-JD(S) combine and the BJP deciding to stake claim before the Governor to form the government, here are the reactions from political leaders on the verdict.

Prime Minister Narendra Modi on Tuesday thanked voters in Karnataka for ""steadfastly supporting"" the BJP's development agenda and making it the single largest party.",The Bharatiya Janata Party (BJP) has emerged as the single largest party in the 224-seat Karnataka Assembly after the Congress-JD(S) combine staked claim to form the government.,0.46511627906976744,0.26190476190476186,0.25581395348837205
